Time;temp.mean;dewpoint.mean
2017-08-04T15:19:55-04:00;null;null
2017-08-04T15:20:00-04:00;null;null
2017-08-04T15:20:05-04:00;null;null
2017-08-04T15:20:10-04:00;null;null
2017-08-04T15:20:15-04:00;null;null
2017-08-04T15:20:20-04:00;null;null
2017-08-04T15:20:25-04:00;null;null
2017-08-04T15:20:30-04:00;null;null
2017-08-04T15:20:35-04:00;null;null
2017-08-04T15:20:40-04:00;null;null
2017-08-04T15:20:45-04:00;null;null
2017-08-04T15:20:50-04:00;null;null
2017-08-04T15:20:55-04:00;null;null
2017-08-04T15:21:00-04:00;null;null
2017-08-04T15:21:05-04:00;null;null
2017-08-04T15:21:10-04:00;null;null
2017-08-04T15:21:15-04:00;null;null
2017-08-04T15:21:20-04:00;null;null
2017-08-04T15:21:25-04:00;null;null
2017-08-04T15:21:30-04:00;null;null
2017-08-04T15:21:35-04:00;null;null
2017-08-04T15:21:40-04:00;null;null
2017-08-04T15:21:45-04:00;null;null
2017-08-04T15:21:50-04:00;null;null
2017-08-04T15:21:55-04:00;null;null
2017-08-04T15:22:00-04:00;null;null
2017-08-04T15:22:05-04:00;null;null
2017-08-04T15:22:10-04:00;null;null
2017-08-04T15:22:15-04:00;null;null
2017-08-04T15:22:20-04:00;null;null
2017-08-04T15:22:25-04:00;null;null
2017-08-04T15:22:30-04:00;null;null
2017-08-04T15:22:35-04:00;null;null
2017-08-04T15:22:40-04:00;null;null
2017-08-04T15:22:45-04:00;null;null
2017-08-04T15:22:50-04:00;null;null
2017-08-04T15:22:55-04:00;null;null
2017-08-04T15:23:00-04:00;null;null
2017-08-04T15:23:05-04:00;null;null
2017-08-04T15:23:10-04:00;null;null
2017-08-04T15:23:15-04:00;null;null
2017-08-04T15:23:20-04:00;null;null
2017-08-04T15:23:25-04:00;null;null
2017-08-04T15:23:30-04:00;null;null
2017-08-04T15:23:35-04:00;null;null
2017-08-04T15:23:40-04:00;null;null
2017-08-04T15:23:45-04:00;null;null
2017-08-04T15:23:50-04:00;null;null
2017-08-04T15:23:55-04:00;null;null
2017-08-04T15:24:00-04:00;null;null
2017-08-04T15:24:05-04:00;null;null
2017-08-04T15:24:10-04:00;null;null
2017-08-04T15:24:15-04:00;null;null
2017-08-04T15:24:20-04:00;null;null
2017-08-04T15:24:25-04:00;null;null
2017-08-04T15:24:30-04:00;null;null
2017-08-04T15:24:35-04:00;null;null
2017-08-04T15:24:40-04:00;null;null
2017-08-04T15:24:45-04:00;null;null
2017-08-04T15:24:50-04:00;null;null
2017-08-04T15:24:55-04:00;null;null
2017-08-04T15:25:00-04:00;null;null
2017-08-04T15:25:05-04:00;null;null
2017-08-04T15:25:10-04:00;null;null
2017-08-04T15:25:15-04:00;null;null
2017-08-04T15:25:20-04:00;null;null
2017-08-04T15:25:25-04:00;null;null
2017-08-04T15:25:30-04:00;null;null
2017-08-04T15:25:35-04:00;null;null
2017-08-04T15:25:40-04:00;null;null
2017-08-04T15:25:45-04:00;null;null
2017-08-04T15:25:50-04:00;null;null
2017-08-04T15:25:55-04:00;null;null
2017-08-04T15:26:00-04:00;null;null
2017-08-04T15:26:05-04:00;null;null
2017-08-04T15:26:10-04:00;null;null
2017-08-04T15:26:15-04:00;null;null
2017-08-04T15:26:20-04:00;null;null
2017-08-04T15:26:25-04:00;null;null
2017-08-04T15:26:30-04:00;null;null
2017-08-04T15:26:35-04:00;null;null
2017-08-04T15:26:40-04:00;null;null
2017-08-04T15:26:45-04:00;null;null
2017-08-04T15:26:50-04:00;91.5;69
2017-08-04T15:26:55-04:00;null;null
2017-08-04T15:27:00-04:00;null;null
2017-08-04T15:27:05-04:00;null;null
2017-08-04T15:27:10-04:00;null;null
2017-08-04T15:27:15-04:00;null;null
2017-08-04T15:27:20-04:00;null;null
2017-08-04T15:27:25-04:00;null;null
2017-08-04T15:27:30-04:00;null;null
2017-08-04T15:27:35-04:00;null;null
2017-08-04T15:27:40-04:00;null;null
2017-08-04T15:27:45-04:00;null;null
2017-08-04T15:27:50-04:00;null;null
2017-08-04T15:27:55-04:00;null;null
2017-08-04T15:28:00-04:00;null;null
2017-08-04T15:28:05-04:00;null;null
2017-08-04T15:28:10-04:00;null;null
2017-08-04T15:28:15-04:00;null;null
2017-08-04T15:28:20-04:00;null;null
2017-08-04T15:28:25-04:00;null;null
2017-08-04T15:28:30-04:00;null;null
2017-08-04T15:28:35-04:00;null;null
2017-08-04T15:28:40-04:00;null;null
2017-08-04T15:28:45-04:00;null;null
2017-08-04T15:28:50-04:00;null;null
2017-08-04T15:28:55-04:00;null;null
2017-08-04T15:29:00-04:00;null;null
2017-08-04T15:29:05-04:00;null;null
2017-08-04T15:29:10-04:00;null;null
2017-08-04T15:29:15-04:00;null;null
2017-08-04T15:29:20-04:00;null;null
2017-08-04T15:29:25-04:00;null;null
2017-08-04T15:29:30-04:00;null;null
2017-08-04T15:29:35-04:00;null;null
2017-08-04T15:29:40-04:00;null;null
2017-08-04T15:29:45-04:00;null;null
2017-08-04T15:29:50-04:00;null;null
2017-08-04T15:29:55-04:00;null;null
2017-08-04T15:30:00-04:00;null;null
2017-08-04T15:30:05-04:00;null;null
2017-08-04T15:30:10-04:00;null;null
2017-08-04T15:30:15-04:00;null;null
2017-08-04T15:30:20-04:00;null;null
2017-08-04T15:30:25-04:00;null;null
2017-08-04T15:30:30-04:00;null;null
2017-08-04T15:30:35-04:00;null;null
2017-08-04T15:30:40-04:00;null;null
2017-08-04T15:30:45-04:00;null;null
2017-08-04T15:30:50-04:00;null;null
2017-08-04T15:30:55-04:00;null;null
2017-08-04T15:31:00-04:00;null;null
2017-08-04T15:31:05-04:00;null;null
2017-08-04T15:31:10-04:00;null;null
2017-08-04T15:31:15-04:00;null;null
2017-08-04T15:31:20-04:00;null;null
2017-08-04T15:31:25-04:00;null;null
2017-08-04T15:31:30-04:00;null;null
2017-08-04T15:31:35-04:00;null;null
2017-08-04T15:31:40-04:00;null;null
2017-08-04T15:31:45-04:00;null;null
2017-08-04T15:31:50-04:00;null;null
2017-08-04T15:31:55-04:00;null;null
2017-08-04T15:32:00-04:00;null;null
2017-08-04T15:32:05-04:00;null;null
2017-08-04T15:32:10-04:00;null;null
2017-08-04T15:32:15-04:00;null;null
2017-08-04T15:32:20-04:00;null;null
2017-08-04T15:32:25-04:00;null;null
2017-08-04T15:32:30-04:00;null;null
2017-08-04T15:32:35-04:00;null;null
2017-08-04T15:32:40-04:00;null;null
2017-08-04T15:32:45-04:00;null;null
2017-08-04T15:32:50-04:00;null;null
2017-08-04T15:32:55-04:00;null;null
2017-08-04T15:33:00-04:00;null;null
2017-08-04T15:33:05-04:00;null;null
2017-08-04T15:33:10-04:00;null;null
2017-08-04T15:33:15-04:00;null;null
2017-08-04T15:33:20-04:00;null;null
2017-08-04T15:33:25-04:00;null;null
2017-08-04T15:33:30-04:00;null;null
2017-08-04T15:33:35-04:00;null;null
2017-08-04T15:33:40-04:00;null;null
2017-08-04T15:33:45-04:00;null;null
2017-08-04T15:33:50-04:00;null;null
2017-08-04T15:33:55-04:00;null;null
2017-08-04T15:34:00-04:00;null;null
2017-08-04T15:34:05-04:00;null;null
2017-08-04T15:34:10-04:00;null;null
2017-08-04T15:34:15-04:00;null;null
2017-08-04T15:34:20-04:00;null;null
2017-08-04T15:34:25-04:00;null;null
2017-08-04T15:34:30-04:00;null;null
2017-08-04T15:34:35-04:00;null;null
2017-08-04T15:34:40-04:00;null;null
2017-08-04T15:34:45-04:00;null;null
2017-08-04T15:34:50-04:00;null;null
2017-08-04T15:34:55-04:00;null;null
2017-08-04T15:35:00-04:00;null;null
2017-08-04T15:35:05-04:00;null;null
2017-08-04T15:35:10-04:00;null;null
2017-08-04T15:35:15-04:00;null;null
2017-08-04T15:35:20-04:00;null;null
2017-08-04T15:35:25-04:00;null;null
2017-08-04T15:35:30-04:00;null;null
2017-08-04T15:35:35-04:00;null;null
2017-08-04T15:35:40-04:00;null;null
2017-08-04T15:35:45-04:00;null;null
2017-08-04T15:35:50-04:00;null;null
2017-08-04T15:35:55-04:00;null;null
2017-08-04T15:36:00-04:00;null;null
2017-08-04T15:36:05-04:00;null;null
2017-08-04T15:36:10-04:00;null;null
2017-08-04T15:36:15-04:00;null;null
2017-08-04T15:36:20-04:00;null;null
2017-08-04T15:36:25-04:00;null;null
2017-08-04T15:36:30-04:00;null;null
2017-08-04T15:36:35-04:00;null;null
2017-08-04T15:36:40-04:00;null;null
2017-08-04T15:36:45-04:00;null;null
2017-08-04T15:36:50-04:00;null;null
2017-08-04T15:36:55-04:00;null;null
2017-08-04T15:37:00-04:00;null;null
2017-08-04T15:37:05-04:00;null;null
2017-08-04T15:37:10-04:00;null;null
2017-08-04T15:37:15-04:00;null;null
2017-08-04T15:37:20-04:00;null;null
2017-08-04T15:37:25-04:00;null;null
2017-08-04T15:37:30-04:00;null;null
2017-08-04T15:37:35-04:00;null;null
2017-08-04T15:37:40-04:00;null;null
2017-08-04T15:37:45-04:00;null;null
2017-08-04T15:37:50-04:00;null;null
2017-08-04T15:37:55-04:00;null;null
2017-08-04T15:38:00-04:00;null;null
2017-08-04T15:38:05-04:00;null;null
2017-08-04T15:38:10-04:00;null;null
2017-08-04T15:38:15-04:00;null;null
2017-08-04T15:38:20-04:00;null;null
2017-08-04T15:38:25-04:00;null;null
2017-08-04T15:38:30-04:00;null;null
2017-08-04T15:38:35-04:00;null;null
2017-08-04T15:38:40-04:00;null;null
2017-08-04T15:38:45-04:00;null;null
2017-08-04T15:38:50-04:00;null;null
2017-08-04T15:38:55-04:00;null;null
2017-08-04T15:39:00-04:00;null;null
2017-08-04T15:39:05-04:00;null;null
2017-08-04T15:39:10-04:00;null;null
2017-08-04T15:39:15-04:00;null;null
2017-08-04T15:39:20-04:00;null;null
2017-08-04T15:39:25-04:00;null;null
2017-08-04T15:39:30-04:00;null;null
2017-08-04T15:39:35-04:00;null;null
2017-08-04T15:39:40-04:00;null;null
2017-08-04T15:39:45-04:00;null;null
2017-08-04T15:39:50-04:00;null;null
2017-08-04T15:39:55-04:00;null;null
2017-08-04T15:40:00-04:00;null;null
2017-08-04T15:40:05-04:00;null;null
2017-08-04T15:40:10-04:00;null;null
2017-08-04T15:40:15-04:00;null;null
2017-08-04T15:40:20-04:00;null;null
2017-08-04T15:40:25-04:00;null;null
2017-08-04T15:40:30-04:00;null;null
2017-08-04T15:40:35-04:00;null;null
2017-08-04T15:40:40-04:00;null;null
2017-08-04T15:40:45-04:00;null;null
2017-08-04T15:40:50-04:00;null;null
2017-08-04T15:40:55-04:00;null;null
2017-08-04T15:41:00-04:00;null;null
2017-08-04T15:41:05-04:00;null;null
2017-08-04T15:41:10-04:00;null;null
2017-08-04T15:41:15-04:00;null;null
2017-08-04T15:41:20-04:00;null;null
2017-08-04T15:41:25-04:00;null;null
2017-08-04T15:41:30-04:00;null;null
2017-08-04T15:41:35-04:00;null;null
2017-08-04T15:41:40-04:00;null;null
2017-08-04T15:41:45-04:00;null;null
2017-08-04T15:41:50-04:00;90.8;69
2017-08-04T15:41:55-04:00;null;null
2017-08-04T15:42:00-04:00;null;null
2017-08-04T15:42:05-04:00;null;null
2017-08-04T15:42:10-04:00;null;null
2017-08-04T15:42:15-04:00;null;null
2017-08-04T15:42:20-04:00;null;null
2017-08-04T15:42:25-04:00;null;null
2017-08-04T15:42:30-04:00;null;null
2017-08-04T15:42:35-04:00;null;null
2017-08-04T15:42:40-04:00;null;null
2017-08-04T15:42:45-04:00;null;null
2017-08-04T15:42:50-04:00;null;null
2017-08-04T15:42:55-04:00;null;null
2017-08-04T15:43:00-04:00;null;null
2017-08-04T15:43:05-04:00;null;null
2017-08-04T15:43:10-04:00;null;null
2017-08-04T15:43:15-04:00;null;null
2017-08-04T15:43:20-04:00;null;null
2017-08-04T15:43:25-04:00;null;null
2017-08-04T15:43:30-04:00;null;null
2017-08-04T15:43:35-04:00;null;null
2017-08-04T15:43:40-04:00;null;null
2017-08-04T15:43:45-04:00;null;null
2017-08-04T15:43:50-04:00;null;null
2017-08-04T15:43:55-04:00;null;null
2017-08-04T15:44:00-04:00;null;null
2017-08-04T15:44:05-04:00;null;null
2017-08-04T15:44:10-04:00;null;null
2017-08-04T15:44:15-04:00;null;null
2017-08-04T15:44:20-04:00;null;null
2017-08-04T15:44:25-04:00;null;null
2017-08-04T15:44:30-04:00;null;null
2017-08-04T15:44:35-04:00;null;null
2017-08-04T15:44:40-04:00;null;null
2017-08-04T15:44:45-04:00;null;null
2017-08-04T15:44:50-04:00;null;null
2017-08-04T15:44:55-04:00;null;null
2017-08-04T15:45:00-04:00;null;null
2017-08-04T15:45:05-04:00;null;null
2017-08-04T15:45:10-04:00;null;null
2017-08-04T15:45:15-04:00;null;null
2017-08-04T15:45:20-04:00;null;null
2017-08-04T15:45:25-04:00;null;null
2017-08-04T15:45:30-04:00;null;null
2017-08-04T15:45:35-04:00;null;null
2017-08-04T15:45:40-04:00;null;null
2017-08-04T15:45:45-04:00;null;null
2017-08-04T15:45:50-04:00;null;null
2017-08-04T15:45:55-04:00;null;null
2017-08-04T15:46:00-04:00;null;null
2017-08-04T15:46:05-04:00;null;null
2017-08-04T15:46:10-04:00;null;null
2017-08-04T15:46:15-04:00;null;null
2017-08-04T15:46:20-04:00;null;null
2017-08-04T15:46:25-04:00;null;null
2017-08-04T15:46:30-04:00;null;null
2017-08-04T15:46:35-04:00;null;null
2017-08-04T15:46:40-04:00;null;null
2017-08-04T15:46:45-04:00;null;null
2017-08-04T15:46:50-04:00;null;null
2017-08-04T15:46:55-04:00;null;null
2017-08-04T15:47:00-04:00;null;null
2017-08-04T15:47:05-04:00;null;null
2017-08-04T15:47:10-04:00;null;null
2017-08-04T15:47:15-04:00;null;null
2017-08-04T15:47:20-04:00;null;null
2017-08-04T15:47:25-04:00;null;null
2017-08-04T15:47:30-04:00;null;null
2017-08-04T15:47:35-04:00;null;null
2017-08-04T15:47:40-04:00;null;null
2017-08-04T15:47:45-04:00;null;null
2017-08-04T15:47:50-04:00;null;null
2017-08-04T15:47:55-04:00;null;null
2017-08-04T15:48:00-04:00;null;null
2017-08-04T15:48:05-04:00;null;null
2017-08-04T15:48:10-04:00;null;null
2017-08-04T15:48:15-04:00;null;null
2017-08-04T15:48:20-04:00;null;null
2017-08-04T15:48:25-04:00;null;null
2017-08-04T15:48:30-04:00;null;null
2017-08-04T15:48:35-04:00;null;null
2017-08-04T15:48:40-04:00;null;null
2017-08-04T15:48:45-04:00;null;null
2017-08-04T15:48:50-04:00;null;null
2017-08-04T15:48:55-04:00;null;null
2017-08-04T15:49:00-04:00;null;null
2017-08-04T15:49:05-04:00;null;null
2017-08-04T15:49:10-04:00;null;null
2017-08-04T15:49:15-04:00;null;null
2017-08-04T15:49:20-04:00;null;null
2017-08-04T15:49:25-04:00;null;null
2017-08-04T15:49:30-04:00;null;null
2017-08-04T15:49:35-04:00;null;null
2017-08-04T15:49:40-04:00;null;null
2017-08-04T15:49:45-04:00;null;null
2017-08-04T15:49:50-04:00;null;null
2017-08-04T15:49:55-04:00;null;null
2017-08-04T15:50:00-04:00;null;null
2017-08-04T15:50:05-04:00;null;null
2017-08-04T15:50:10-04:00;null;null
2017-08-04T15:50:15-04:00;null;null
2017-08-04T15:50:20-04:00;null;null
2017-08-04T15:50:25-04:00;null;null
2017-08-04T15:50:30-04:00;null;null
2017-08-04T15:50:35-04:00;null;null
2017-08-04T15:50:40-04:00;null;null
2017-08-04T15:50:45-04:00;null;null
2017-08-04T15:50:50-04:00;null;null
2017-08-04T15:50:55-04:00;null;null
2017-08-04T15:51:00-04:00;null;null
2017-08-04T15:51:05-04:00;null;null
2017-08-04T15:51:10-04:00;null;null
2017-08-04T15:51:15-04:00;null;null
2017-08-04T15:51:20-04:00;null;null
2017-08-04T15:51:25-04:00;null;null
2017-08-04T15:51:30-04:00;null;null
2017-08-04T15:51:35-04:00;null;null
2017-08-04T15:51:40-04:00;null;null
2017-08-04T15:51:45-04:00;null;null
2017-08-04T15:51:50-04:00;null;null
2017-08-04T15:51:55-04:00;null;null
2017-08-04T15:52:00-04:00;null;null
2017-08-04T15:52:05-04:00;null;null
2017-08-04T15:52:10-04:00;null;null
2017-08-04T15:52:15-04:00;null;null
2017-08-04T15:52:20-04:00;null;null
2017-08-04T15:52:25-04:00;null;null
2017-08-04T15:52:30-04:00;null;null
2017-08-04T15:52:35-04:00;null;null
2017-08-04T15:52:40-04:00;null;null
2017-08-04T15:52:45-04:00;null;null
2017-08-04T15:52:50-04:00;null;null
2017-08-04T15:52:55-04:00;null;null
2017-08-04T15:53:00-04:00;null;null
2017-08-04T15:53:05-04:00;null;null
2017-08-04T15:53:10-04:00;null;null
2017-08-04T15:53:15-04:00;null;null
2017-08-04T15:53:20-04:00;null;null
2017-08-04T15:53:25-04:00;null;null
2017-08-04T15:53:30-04:00;null;null
2017-08-04T15:53:35-04:00;null;null
2017-08-04T15:53:40-04:00;null;null
2017-08-04T15:53:45-04:00;null;null
2017-08-04T15:53:50-04:00;null;null
2017-08-04T15:53:55-04:00;null;null
2017-08-04T15:54:00-04:00;null;null
2017-08-04T15:54:05-04:00;null;null
2017-08-04T15:54:10-04:00;null;null
2017-08-04T15:54:15-04:00;null;null
2017-08-04T15:54:20-04:00;null;null
2017-08-04T15:54:25-04:00;null;null
2017-08-04T15:54:30-04:00;null;null
2017-08-04T15:54:35-04:00;null;null
2017-08-04T15:54:40-04:00;null;null
2017-08-04T15:54:45-04:00;null;null
2017-08-04T15:54:50-04:00;null;null
2017-08-04T15:54:55-04:00;null;null
2017-08-04T15:55:00-04:00;null;null
2017-08-04T15:55:05-04:00;null;null
2017-08-04T15:55:10-04:00;null;null
2017-08-04T15:55:15-04:00;null;null
2017-08-04T15:55:20-04:00;null;null
2017-08-04T15:55:25-04:00;null;null
2017-08-04T15:55:30-04:00;null;null
2017-08-04T15:55:35-04:00;null;null
2017-08-04T15:55:40-04:00;null;null
2017-08-04T15:55:45-04:00;null;null
2017-08-04T15:55:50-04:00;null;null
2017-08-04T15:55:55-04:00;null;null
2017-08-04T15:56:00-04:00;null;null
2017-08-04T15:56:05-04:00;null;null
2017-08-04T15:56:10-04:00;null;null
2017-08-04T15:56:15-04:00;null;null
2017-08-04T15:56:20-04:00;null;null
2017-08-04T15:56:25-04:00;null;null
2017-08-04T15:56:30-04:00;null;null
2017-08-04T15:56:35-04:00;null;null
2017-08-04T15:56:40-04:00;null;null
2017-08-04T15:56:45-04:00;null;null
2017-08-04T15:56:50-04:00;91.5;70
2017-08-04T15:56:55-04:00;null;null
2017-08-04T15:57:00-04:00;null;null
2017-08-04T15:57:05-04:00;null;null
2017-08-04T15:57:10-04:00;null;null
2017-08-04T15:57:15-04:00;null;null
2017-08-04T15:57:20-04:00;null;null
2017-08-04T15:57:25-04:00;null;null
2017-08-04T15:57:30-04:00;null;null
2017-08-04T15:57:35-04:00;null;null
2017-08-04T15:57:40-04:00;null;null
2017-08-04T15:57:45-04:00;null;null
2017-08-04T15:57:50-04:00;null;null
2017-08-04T15:57:55-04:00;null;null
2017-08-04T15:58:00-04:00;null;null
2017-08-04T15:58:05-04:00;null;null
2017-08-04T15:58:10-04:00;null;null
2017-08-04T15:58:15-04:00;null;null
2017-08-04T15:58:20-04:00;null;null
2017-08-04T15:58:25-04:00;null;null
2017-08-04T15:58:30-04:00;null;null
2017-08-04T15:58:35-04:00;null;null
2017-08-04T15:58:40-04:00;null;null
2017-08-04T15:58:45-04:00;null;null
2017-08-04T15:58:50-04:00;null;null
2017-08-04T15:58:55-04:00;null;null
2017-08-04T15:59:00-04:00;null;null
2017-08-04T15:59:05-04:00;null;null
2017-08-04T15:59:10-04:00;null;null
2017-08-04T15:59:15-04:00;null;null
2017-08-04T15:59:20-04:00;null;null
2017-08-04T15:59:25-04:00;null;null
2017-08-04T15:59:30-04:00;null;null
2017-08-04T15:59:35-04:00;null;null
2017-08-04T15:59:40-04:00;null;null
2017-08-04T15:59:45-04:00;null;null
2017-08-04T15:59:50-04:00;null;null
2017-08-04T15:59:55-04:00;null;null
